Samtala,,Sérheiti,Hlutverk,Tegund,X (A),Y (N),nakvaemni,Uppdrættir,Ljósmyndir,Skrásetjari á vettvangi,Dags,Skrásetjari á gagnagrunn,Dagsetning innsláttar,Sveitarfélagsnúmer
BO-199:032,,,leið,heimild,390470,464831,2,,,EH,01/01/09,,,
BO-199:033,,,kálgarður,heimild,390608,464541,2,,,EH,01/01/09,,,
BO-199:034,,,kálgarður,heimild,390544,464531,2,,,EH,01/01/09,,,
BO-199:035,,,kálgarður,heimild,390636,464566,2,,,EH,01/01/09,,,
BO-199b:001,,Þjófakrókur,óþekkt,tóft,422822,461555,2,,5:22 úr NA,Þ.P.,24/08/01,OV,12/01/96,
BO-199b:002,,Þórisdalur,,þjóðsaga,423036,453580,2,,,Þ.P.,24/08/01,OV,12/01/96,
BO-199b:003,,Trússárbotnarétt,rétt,hleðsla,415384,470258,2,,"5:19 úr V, 20 úr VNV, 21 úr V",Þ.P.,24/08/01,OV,19/01/96,
BO-199b:004,,Hamraendar,býli,tóftir,417075,467332,2,"GÓB, 87",,Þ.P.,24/08/01,OV,08/02/96,
BO-199b:005,,Kot,býli,tóftir,417536,467722,2,"GÓB, 91","5:11 úr V, 12 úr V, 13 úr V",Þ.P.,24/08/01,OV,08/02/96,
BO-199b:006,,Prestatindur,,örnefni,420234,455052,2,,,Þ.P.,24/08/01,OV,15/02/96,
BO-199b:007,,,,heimild,422756,467341,2,,,Þ.P.,24/08/01,OV,18/03/96,
BO-199b:008,,Kvarnarvegur,leið,heimild,417536,467722,2,,,Þ.P.,24/08/01,OV,18/03/96,
BO-199c:001,,Norðtungusel,sel,tóft,394158,475491,2,T:199c:1,5:7 úr V,Þ.P.,23/08/01,OV,31/01/96,
BO-199c:002,,Reykholtssel,sel,heimild,396201,475446,2,T:199c:2,"5:9 úr V, 10 úr A",Þ.P.,23/08/01,OV,11/02/96,
BO-199c:004,,,óþekkt,tóft,394572,475594,2,T:199c:4,5:8 úr S,Þ.P.,23/08/01,,,
BO-199d:001,,Reykholtssel,sel,heimild,402842,445232,2,,,Þ.P.,24/08/01,OV,16/01/96,
BO-199d:002,,Illugaþúfa,býli,bæjarstæði,401772,444168,2,T:199d:2,"5:2 úr V, 3 úr S, 4 úr S",Þ.P.,24/08/01,OV,16/01/96,
BO-200:001,,Breiðabólstaður,bústaður,bæjarhóll,391100,465263,2,,"11 úr NV, 12 úr A, 16 úr V",OV,22/05/00,OV,19/03/96,
BO-200:002,,,útihús,heimild,391101,465252,2,,,OV,07/10/00,OV,19/03/96,
BO-200:003,,,útihús,heimild,391086,465253,2,,,OV,07/10/00,OV,19/03/96,
BO-200:004,,,útihús,heimild,391096,465301,2,,,OV,07/10/00,OV,19/03/96,
BO-200:005,,,útihús,heimild,391150,465304,2,,,OV,07/10/00,OV,19/03/96,
BO-200:006,,,útihús,heimild,391163,465337,2,,,OV,07/10/00,OV,19/03/96,
BO-200:007,,Stekkjarhóll,bústaður,bæjarhóll,391251,465219,2,,"16 úr V, t.h. við 001",OV,22/05/00,OV,19/03/96,
BO-200:008,,Réttareyri,rétt,tóft,387907,352951,2,T-BO-200:008,,OV,22/05/00,OV,19/03/96,
BO-200:009,,Selvað,vað,heimild,391576,463854,2,,,OV,22/05/00,OV,19/03/96,
BO-200:010,,Breiðavað,vað,heimild,391569,463956,2,,,OV,22/05/00,OV,19/03/96,
BO-200:011,,Forni Breiðabólstaður,býli,2 tóftir,390921,464813,2,T-BO-200:011,"8 úr S, 9 úr SSA, 10 úr ANA",OV,22/05/00,OV,19/03/96,
BO-200:012,,Stekkur,stekkur,örnefni,391564,465206,2,,,OV,22/05/00,OV,19/03/96,
BO-200:013,,Gerði,,örnefni,391056,465356,2,,,OV,22/05/00,OV,19/03/96,
BO-200:014,,Torfholt,rista,örnefni,391277,465491,2,,,OV,23/05/00,OV,19/03/96,
BO-200:015,,Grafarbörð,mógrafir,örnefni,391649,466054,2,,,OV,23/05/00,OV,19/03/96,
BO-200:016,,,túngarður,garðlag,391056,465356,2,,,OV,23/05/00,,,
BO-200:017,,,leið,vegur,391277,465491,2,,,OV,23/05/00,,,
BO-201:001,,Steindórstaðir,bústaður,bæjarhóll,392677,463571,2,,2:,Þ.P.,03/07/01,OV,19/03/96,
BO-201:002,,,hlaða,heimild,392695,463574,2,,,Þ.P.,03/07/01,OV,19/03/96,
BO-201:003,,,fjós,heimild,392692,463585,2,,,Þ.P.,03/07/01,OV,19/03/96,
BO-201:004,,,rétt,heimild,392933,463422,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:005,,Lambhúsmýri,fjárhús,heimild,392865,463510,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:006,,,brunnur,heimild,392795,463565,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:007,,Okvegur,leið,heimild,402363,456039,2,,,Þ.P.,16/08/01,OV,19/03/96,
BO-201:008,,Tjaldhóll,,örnefni,398568,457284,2,,,Þ.P.,16/08/01,OV,19/03/96,
BO-201:010,,,óþekkt,tóft,393877,463311,2,T:201:10,,Þ.P.,23/08/01,OV,19/03/96,
BO-201:011,,Torfgil,rista,örnefni,393246,463231,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:012,,Kvíahæðir,kvíar,örnefni,392760,463436,2,,,Þ.P.,03/07/01,OV,19/03/96,
BO-201:013,,Þórisgerði,býli,heimild,393843,463167,2,T:201:13,5:6 úr S,Þ.P.,03/07/01,OV,19/03/96,
BO-201:014,,,óþekkt,tóft,393031,463354,2,T:201:14,2:32 úr A,Þ.P.,04/07/01,OV,19/03/96,
BO-201:015,,Móavað,vað,heimild,392753,464362,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:016,,Móakot,býli,heimild,392644,464310,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:017,,Daltún,býli,heimild,392531,463280,2,,2:36 úr N,Þ.P.,04/07/01,OV,19/03/96,
BO-201:018,,Steinþórsleiði,legstaður,heimild,392753,463667,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:019,,Grænarúst,stekkur,tóft,392783,464238,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:020,,Guðjónsgarður,áveita,stífla,392791,464180,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:021,,Grafarbarð,mógrafir,heimild,392362,463707,2,,,Þ.P.,04/07/01,OV,19/03/96,
BO-201:022,,,mylla,tóft,392518,463264,2,,2:37 úr V,Þ.P.,04/07/01,OV,19/03/96,
BO-201:023,,,traðir,heimild,392738,463470,2,,"2:30 úr S, 31 úr N",Þ.P.,03/07/01,OV,19/03/96,
BO-201:024,,,legstaður,mannabein,392695,463574,2,,,Þ.P.,03/07/01,OV,20/03/96,
BO-201:025,,,mylla,frásögn,392483,463366,2,,,Þ.P.,04/07/01,,,
BO-201:026,,,leið,brú,398602,457319,2,,4:28 úr A,Þ.P.,16/08/01,,,
BO-201:027,,,túngarður,garðlag,392933,463422,2,T:201:4,2:33 úr S,Þ.P.,16/08/01,,,
BO-203:001,,Hægindi,bústaður,bæjarhóll,390359,463286,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:002,,,fjós,heimild,390341,463326,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:003,,,brunnur,heimild,390335,463287,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:004,,,hesthús,heimild,390344,463303,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:005,,,lambhús,heimild,390410,463234,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:006,,,hrútakofi,heimild,390442,463296,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:007,,,fjárhús,heimild,390452,463301,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:008,,,hesthús,heimild,390442,463259,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:009,,Stekkjarmói,stekkur,tóft,390387,463891,2,T:203:9,2:28 úr S,Þ.P.,02/07/01,OV,19/03/96,
BO-203:010,,Torfmelur,rista,örnefni,390137,463789,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:011,,Grænatóft,skotbyrgi,tóft,391046,463068,2,,,Þ.P.,03/07/01,OV,19/03/96,
BO-203:012,,Grýlubæli,,örnefni,390285,463304,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:013,,Gerði,,örnefni,390305,463318,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:014,,,hestarétt,tóft,390474,463213,2,T:203:14,2:29 úr ASA,Þ.P.,02/07/01,OV,19/03/96,
BO-203:015,,Selbunga,sel,örnefni,389777,462422,2,,,Þ.P.,02/07/01,OV,19/03/96,
BO-203:016,,Hægindakotshver,þvottastaður,tóft,390908,463458,2,T:203:16,,Þ.P.,02/07/01,OV,19/04/96,
BO-203:017,,,túngarður,garðlag,390474,463213,2,,,Þ.P.,02/07/01,,,
BO-204:001,,Kópareykir,bústaður,bæjarhóll,389004,463189,2,T:204:1,,Þ.P.,28/06/01,OV,19/03/96,
BO-204:002,,,skemma,tóft,388998,463213,2,,2:21 úr V,Þ.P.,28/06/01,OV,19/03/96,
BO-204:003,,,fjós,heimild,389019,463181,2,T:204:3,2:22 úr S,Þ.P.,29/06/01,OV,19/03/96,
BO-204:004,,,bústaður,heimild,389069,463253,2,,,Þ.P.,29/06/01,OV,19/03/96,
BO-204:005,,,hesthús,tóft,388960,463293,2,T:204:5,"2:23 úr SA, 24 úr S",Þ.P.,29/06/01,OV,19/03/96,
BO-204:006,,,hesthús,heimild,388906,463207,2,,,Þ.P.,29/06/01,OV,19/03/96,
BO-204:007,,Móeyri,mógrafir,örnefni,388953,463774,2,,,Þ.P.,29/06/01,OV,19/03/96,
BO-204:008,,Móvað,vað,heimild,388953,463774,2,,,Þ.P.,29/06/01,OV,19/03/96,
BO-204:009,,Stekkjarvað,vað,heimild,389679,463980,2,,,Þ.P.,29/06/01,OV,19/03/96,
BO-204:010,,Kirkjugata,leið,gata,388542,462270,2,,"2:25 úr S, 26 úr S",Þ.P.,29/06/01,OV,19/03/96,
BO-204:011,,,brú,brú,388931,463056,2,,2:27 úr N,Þ.P.,29/06/01,,,
BO-204:012,,,fjárhús,heimild,388945,463282,2,,,Þ.P.,29/06/01,,,
BO-204:013,,Kópareykjahver,þvottastaður,frásögn,389069,463253,2,,,Þ.P.,29/06/01,,,
BO-205:001,,Kjalvararstaðir,bústaður,bæjarhóll,388567,463575,2,,2:12 úr NV,Þ.P.,27/06/01,OV,19/03/96,
BO-205:002,,,hænsnakofi,heimild,388643,463544,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:003,,,útihús,tóft,388541,463589,2,T:205:3,2:11 úr V,Þ.P.,27/06/01,OV,19/03/96,
BO-205:004,,,hesthús,tóft,388369,463461,2,T:205:4,2:13 úr S,Þ.P.,27/06/01,OV,19/03/96,
BO-205:005,,Hrafnseyri,,þjóðsaga,387270,464406,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:006,,Vellisvað,vað,heimild,387005,463906,2,,"2:17 úr A, 18 úr SSV",Þ.P.,28/06/01,OV,19/03/96,
BO-205:007,,Djúpavað,vað,heimild,387483,464327,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:008,,Hyrnubakkavað,vað,heimild,388038,463897,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:009,,,smiðja,heimild,388567,463575,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:010,,Hagahús,beitarhús,tóft,387325,463461,2,T:205:10,2:14 úr S,Þ.P.,28/06/01,OV,19/03/96,
BO-205:011,,Melkot,býli,örnefni,387520,463340,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:012,,Smiðjuás,smiðja,örnefni,387689,462691,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:013,,Vegahryggur,leið,vegur,388019,461881,2,,2:15 úr NA,Þ.P.,28/06/01,OV,19/03/96,
BO-205:014,,Stöðull,kvíar,örnefni,388507,463517,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:015,,Ballatóftir,bústaður,tóftir,388625,463413,2,T:205:15,2:19 úr SV,Þ.P.,28/06/01,OV,19/03/96,
BO-205:016,,Brunnshóll,brunnur,örnefni,388520,463563,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:017,,,brunnur,frásögn,388611,463560,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:018,,Kjalvör,landamerki,náttúrumin,387091,462150,2,,,Þ.P.,28/06/01,OV,19/03/96,
BO-205:019,,Stekkur,stekkur,tóft,388069,463398,2,T:205:19,2:16 úr S,Þ.P.,28/06/01,OV,19/03/96,
BO-206:001,,Snældubeinstaðir,bústaður,bæjarhóll,385683,463353,2,,X,EH,22/05/00,OV,20/03/96,
BO-206:002,,Lambhús,fjárhús,heimild,386052,463332,2,,,EH,22/05/00,OV,20/03/96,
BO-206:003,,,útihús,heimild,385742,463361,2,,,EH,22/05/00,OV,20/03/96,
BO-206:004,,,fjárhús,heimild,385766,463514,2,,,EH,22/05/00,OV,20/03/96,
BO-206:005,,Stekkjarmelur,stekkur,örnefni,385818,464230,2,,,EH,22/05/00,OV,20/03/96,
BO-206:006,,Reykjavað,vað,heimild,385819,464334,2,,,EH,22/05/00,OV,20/03/96,
BO-206:007,,Bugar,leið,heimild,385701,464245,2,,X,EH,22/05/00,OV,20/03/96,
BO-206:008,,Grófarvað,vað,heimild,385520,464470,2,,,EH,22/05/00,OV,20/03/96,
BO-206:009,,Steinsvað,vað,heimild,386568,464419,2,,,Þ.P.,27/06/01,OV,20/03/96,
BO-206:010,,Stekkjarflöt,stekkur,tóft,386556,463495,2,T:206:10,2:8 úr SA,Þ.P.,26/06/01,OV,20/03/96,
BO-206:011,,,,tóftir,385821,464250,2,T:BO-206:014,horft til norðausturs,EH,22/05/00,OV,20/03/96,
BO-206:012,,Vörðuás,,örnefni,386912,463264,2,,,Þ.P.,26/06/01,OV,20/03/96,
BO-206:013,,Tvíbakkavað,vað,heimild,386257,464286,2,,2:10 úr NNA,Þ.P.,27/06/01,OV,26/03/96,
BO-206:014,,,túngarður,garðlag,385800,463470,2,,,EH,22/05/00,,,
BO-206:015,,,brunnur,brunnur,385728,463367,2,,,EH,22/05/00,,,
BO-206:016,,,kálgarður,garðlag,377709,463668,2,,?,EH,22/05/00,,,
BO-206:017,,,útihús,tóft,385822,463371,2,T:BO-106:020,horft til norðurs,EH,22/05/00,,,
BO-206:018,,,kvíar,tóft,385810,463351,2,T-BO:206:021,horft til suðurs,EH,22/05/00,,,
BO-207:001,,Kleppjárnsreykir,bústaður,bæjarhóll,385209,463587,2,,,EH,23/05/00,OV,20/03/96,
BO-207:002,,,fjós,þúst,385170,463598,2,,X,EH,23/05/00,OV,20/03/96,
BO-207:003,,,fjárhús,tóft,385149,463487,2,T:BO-207:003,X,EH,23/05/00,OV,20/03/96,
BO-207:004,,Hveravað,vað,heimild,384723,464591,2,,,EH,23/05/00,OV,20/03/96,
BO-207:005,,Grafarbarð,mógrafir,örnefni,384735,463925,2,,,EH,23/05/00,OV,20/03/96,
BO-207:006,,Dysið,legstaður,dys,384743,463382,2,,,EH,23/05/00,OV,20/03/96,
BO-207:007,,Selhvammur,sel,tóft,384919,462808,2,BO207_007,,EH,23/05/00,OV,20/03/96,
BO-207:008,,Kleppjárnsreykjahver,þvottalaug,hver,385217,463648,2,,X,EH,23/05/00,OV,19/04/96,
BO-207:009,,,óþekkt,tóft,385127,463430,2,T-BO-207:009,X,EH,23/05/00,,,
BO-207:010,,,útihús,tóft,385130,463594,2,T-BO-209:010,X,EH,23/05/00,,,
BO-207:011,,,túngarður,garðlag,385006,463548,2,,X,EH,23/05/00,,,
BO-207:012,,Málubrot,vað,heimild,384776,464520,2,,,Þ.P.,20/07/01,,,
BO-207:013,,,leið,heimild,385174,463460,2,,,EH,01/01/08,,,
BO-208:001,,Hamrar,bústaður,bæjarhóll,384081,463024,2,,4:13 úr NNV,Þ.P.,18/07/01,OV,20/03/96,
BO-208:002,,,fjós,tóft,384092,463031,2,T:208:2,4:14 úr N,Þ.P.,18/07/01,OV,20/03/96,
BO-208:003,,,útihús,tóft,384073,463015,2,T:208:3,,Þ.P.,18/07/01,OV,20/03/96,
BO-208:004,,Hesthússtallur,hesthús,tóft,384107,463019,2,T:208:4,4:15 úr VNV,Þ.P.,18/07/01,OV,20/03/96,
BO-208:005,,,rétt,tóft,384189,463172,2,T:208:5,4:18 úr V,Þ.P.,19/07/01,OV,20/03/96,
BO-208:006,,Húsatún,fjárhús,tóft,384104,463362,2,T:208:6,4:23 úr S,Þ.P.,19/07/01,OV,20/03/96,
BO-208:007,,,bænhús,þúst,384085,463093,2,T:208:7,"4:16 úr V, 17 úr N",Þ.P.,19/07/01,OV,20/03/96,
BO-208:008,,Ferðamannavað,vað,heimild,383897,464290,2,,4:26 úr S,Þ.P.,20/07/01,OV,20/03/96,
BO-208:009,,Stekkjarnesrúst,stekkur,heimild,383879,464019,2,,,Þ.P.,20/07/01,OV,20/03/96,
BO-208:010,,,mógrafir,heimild,384194,463485,2,,,Þ.P.,20/07/01,OV,20/03/96,
BO-208:011,,Spjótalág,,áletrun,384458,463233,2,,4:21 úr A,Þ.P.,19/07/01,OV,20/03/96,
BO-208:012,,,stekkur,tóft,384195,462745,2,T:208:12,4:22 úr V,Þ.P.,19/07/01,OV,20/03/96,
BO-208:013,,,fjárhús,tóft,384235,463067,2,T:208:13,4:19 úr S,Þ.P.,19/07/01,OV,20/03/96,
BO-208:014,,Nónvarða,eyktamark,varða,384310,462902,2,,,Þ.P.,19/07/01,OV,20/03/96,
BO-208:015,,Reiðingaklettur,rista,örnefni,384060,463229,2,,,Þ.P.,19/07/01,OV,20/03/96,
BO-208:016,,Kvíamói,kvíar,tóft,384045,462944,2,T:208:16,4:20 úr S,Þ.P.,19/07/01,OV,20/03/96,
BO-208:017,,Rústin,,tóft,383212,463617,2,,4:25 úr V,Þ.P.,20/07/01,OV,20/03/96,
BO-208:018,,Mógrafabörð,mógrafir,örnefni,384209,464114,2,,,Þ.P.,20/07/01,OV,20/03/96,
BO-208:019,,Kolaþúfa,landamerki,örnefni,384648,464399,2,,,Þ.P.,20/07/01,OV,20/03/96,
BO-208:020,,,landamerki,áletrun,383035,462960,2,,4:24 úr N,Þ.P.,20/07/01,,,
BO-208:021,,Hverfisteinsvað,vað,heimild,383147,463910,2,,,Þ.P.,20/07/01,,,
BO-208:022,,Grunnabrot,vað,heimild,384124,464144,2,,,Þ.P.,20/07/01,,,
BO-213:001,,Hæll,bústaður,bæjarhóll,386978,459320,2,,X4,EH,30/10/03,OV,20/03/96,
BO-213:006,,,útkirkja,heimild,387009,459280,2,,X,EH,30/10/03,OV,20/03/96,
BO-218:001,,Stóri Kroppur,bústaður,bæjarhóll,382537,462392,2,,X2,EH,30/10/03,OV,21/03/96,
BO-218:035,,Kirkjuflöt,útkirkja,heimild,382530,462372,2,,X6,EH,30/10/03,OV,25/03/96,
BO-220:001,,Deildartunga,bústaður,bæjarhóll,384733,465370,2,,X,EH,30/10/03,OV,25/03/96,
BO-220:002,,,útkirkja,heimild,384742,465399,2,,,EH,30/10/03,OV,25/03/96,
BO-220:006,,,túngarður,heimild,384734,465255,2,,,EH,22/05/08,OV,25/03/96,
BO-220:007,,,útihús,heimild,384585,465325,2,,,EH,22/05/08,OV,25/03/96,
BO-220:008,,Helgahesthús,hesthús,tóft,384528,465287,2,BO220_008,BO220_008a-d,EH,22/05/08,OV,25/03/96,
BO-220:009,,,túngarður,heimild,386117,465206,2,,,EH,22/05/08,OV,25/03/96,
BO-220:010,,,túngarður,heimild,384569,465454,2,,,EH,22/05/08,OV,25/03/96,
BO-220:023,,Tumatótt,bústaður,tóft,384664,465181,2,,,EH,22/05/08,OV,25/03/96,
BO-220:024,,,fjárhús,frásögn,384777,465167,2,,,EH,22/05/08,,,
BO-220:027,,Tungukot,býli,heimild,384500,465295,2,,,EH,22/05/08,OV,26/03/96,
BO-220:036,,,bústaður,heimild,384742,465399,2,,,EH,30/10/03,,,
BO-220:037,,,,heimild,384444,465307,2,,,EH,22/05/08,,,
BO-220:038,,,,heimild,384580,465435,2,,,EH,22/05/08,,,
BO-220:039,,,útihús,frásögn,384578,465366,2,,,EH,22/05/08,,,
BO-220:040,,,,heimild,388854,576711,2,,,EH,22/05/08,,,
BO-220:041,,,,renna,386056,502330,2,,BO220_041_NNV,ÁH,22/05/08,,,
BO-220:042,,,,heimild,385392,465157,2,,,EH,22/05/08,,,
BO-220:043,,,landamerki,varða,383685,465719,2,,BO220_043a-c,EH,21/05/08,,,
BO-220:044,,,landamerki,garðlag,383700,465716,2,BO220_044,BO220_044a-f,EH,21/05/08,,,
BO-220:045,,,óþekkt,garðlag,384833,465171,2,,BO220_045a-c,EH,22/05/08,,,
BO-220:046,,,túngarður,garðlag,384788,465148,2,,O220_046_a-b,KÞ,22/05/08,,,
BO-220:047,,,heygarður,frásögn,384557,465345,2,,,EH,22/05/08,,,
BO-220:048,,,óþekkt,þúst,384511,465449,2,,,EH,,,,
BO-221:007,,,beitarhús,tóft,383499,465778,2,BO221_007,BO221_007a-i,EH,21/05/08,OV,26/03/96,
BO-221:010,,Tröllakirkja,huldufólksbústaður,heimild,383509,465781,2,,BO221_010a-b,EH,21/05/08,OV,26/03/96,
BO-221:012,,Peningsskarð,,þjóðsaga,383751,465759,2,,,"KÞ, ÁH",21/05/08,OV,26/03/96,
BO-221:016,,,leið,vegur,383423,465857,2,,BO221_016,KÞ,21/05/08,OV,26/03/96,
BO-221:018,,,mógrafir,náma,382432,466156,2,,BO221_018,KÞ,20/05/08,,,
BO-221:019,,,óþekkt,þúst,383202,465927,2,BO221_019,BO221_019a-b,"ÁH, EH",20/05/08,,,
BO-221:020,,,óþekkt,tóft,383640,465810,2,BO221_020,BO221_020_a-c,"KÞ, ÁH",21/05/08,,,
BO-221:021,,,brunnur,brunnur,383543,465773,2,,BO221_021_V,"Á.H., K.Þ.",21/05/08,,,
BO-221:022,,,óþekkt,þúst,383546,465832,2,BO221_022,BO221_022_a-b,KÞ,21/05/08,,,
BO-221:023,,,óþekkt,þúst,383375,465824,2,BO221_023,BO221_023_a-c,ÁH,21/05/08,,,
BO-224:001,,Sturlureykir,bústaður,bæjarhóll,386579,465014,2,,X,EH,30/10/03,OV,26/03/96,
BO-224:011,,,útkirkja,heimild,386593,465011,2,,,EH,30/10/03,OV,26/03/96,
BO-225:001,,Skáney,bústaður,bæjarhóll,388817,466148,2,,2:4 úr S,Þ.P.,22/06/01,OV,26/03/96,
BO-225:002,,,fjárhús,heimild,389104,466067,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:003,,,útkirkja,heimild,388817,466148,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:004,,Reynisstekkur,stekkur,tóft,388825,465404,2,T:225:4,2:1 úr NNV,Þ.P.,22/06/01,OV,26/03/96,
BO-225:005,,Eiríksstekkur,stekkur,tóft,388726,465203,2,T:225:5,2:2 úr A,Þ.P.,22/06/01,OV,26/03/96,
BO-225:006,,Stuttivegur,brú,heimild,388443,465197,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:007,,Hundagálgi,,náttúrumin,388334,465329,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:008,,Grafarsund,mógrafir,heimild,388197,466931,2,,,Þ.P.,25/06/01,OV,26/03/96,
BO-225:009,,,hesthús,tóft,388674,466187,2,T:225:9,2:7 úr VNV,Þ.P.,25/06/01,OV,26/03/96,
BO-225:010,,Skriðugarður,varnargarður,garðlag,388907,466247,2,,1:34 úr ASA,Þ.P.,21/06/01,OV,26/03/96,
BO-225:011,,Gerði,,örnefni,388674,466300,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:012,,Laukabrekkur,,örnefni,389035,466248,2,,,Þ.P.,21/06/01,OV,26/03/96,
BO-225:013,,Grafarklettar,mógrafir,örnefni,389285,465997,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:014,,Húsadalur,,örnefni,389418,467095,2,,,Þ.P.,25/06/01,OV,26/03/96,
BO-225:015,,Þrívörður,leið,varða,388385,466714,2,,,Þ.P.,25/06/01,OV,26/03/96,
BO-225:016,,Gildruás,refagildra,mannvirki,388849,466485,2,,,Þ.P.,25/06/01,OV,26/03/96,
BO-225:017,,Byrgisásar,,tóft,388855,468441,2,,,Þ.P.,25/06/01,OV,26/03/96,
BO-225:018,,Fróðastaðavað,vað,heimild,388267,469180,2,,,Þ.P.,25/06/01,OV,26/03/96,
BO-225:019,,Húsatættur,beitarhús,tóft,389085,467652,2,T:225:20,2:5 úr S,Þ.P.,25/06/01,OV,26/03/96,
BO-225:020,,Sudda,býli,bæjarstæði,390045,468135,2,T:225:21,2:6 úr SSA,Þ.P.,25/06/01,OV,26/03/96,
BO-225:021,,Skáneyjarkot vestra,býli,heimild,388719,466057,2,,2:3 úr SV,Þ.P.,22/06/01,OV,26/03/96,
BO-225:022,,Gullhóll,legstaður,mannabein,388849,466160,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:023,,,rista,heimild,387717,465374,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:024,,Byrgishóll,,örnefni,388249,464429,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:025,,,mógrafir,náma,387948,464579,2,,,Þ.P.,22/06/01,OV,26/03/96,
BO-225:026,,Bugagatan,leið,gata,388313,464220,2,,,Þ.P.,26/06/01,OV,26/03/96,
BO-225:027,,,rétt,heimild,388773,467035,2,,,Þ.P.,25/06/01,OV,26/03/96,
BO-225:028,,,legstaður,heimild,389330,466574,2,,,Þ.P.,25/06/01,OV,31/03/96,
BO-225:029,,,,gripir,388817,466148,2,,,Þ.P.,22/06/01,OV,09/11/97,
BO-225:030,,,öskuhaugur,frásögn,388866,466081,2,,,Þ.P.,22/06/01,,,
BO-225:031,,Gvendarbrunnur,brunnur,frásögn,388835,465958,2,,,Þ.P.,26/06/01,,,
BO-226:001,,Skáneyjarkot,bústaður,bæjarhóll,389004,466098,2,,1:35 úr SV,Þ.P.,21/06/01,OV,26/03/96,
BO-226:002,,,útihús,heimild,389024,466088,2,,,Þ.P.,21/06/01,OV,26/03/96,
BO-226:003,,,útihús,heimild,389099,466115,2,,,Þ.P.,21/06/01,OV,26/03/96,
BO-226:004,,,útihús,heimild,389075,466094,2,,,Þ.P.,21/06/01,OV,26/03/96,
BO-226:005,,Grjóttóft,,örnefni,389044,465989,2,,1:36 úr ?,Þ.P.,21/06/01,,,
BO-226:006,,,túngarður,garðlag,389044,465989,2,,,Þ.P.,21/06/01,,,
BO-227:001,,Grímstaðir,bústaður,bæjarhóll,389479,465079,2,,"1:24 úr VSV, 25 úr NA",Þ.P.,19/06/01,OV,26/03/96,
BO-227:002,,,útihús,heimild,389436,465079,2,,,Þ.P.,20/06/01,OV,26/03/96,
BO-227:003,,,skemma,heimild,389494,465080,2,,,Þ.P.,20/06/01,OV,26/03/96,
BO-227:004,,,heytóft,tóft,389464,465115,2,T:227:4,1:30 úr S,Þ.P.,20/06/01,OV,26/03/96,
BO-227:005,,Lambhúshóll,hesthús,tóft,389447,465214,2,T:227:5,1:28 úr N,Þ.P.,19/06/01,OV,26/03/96,
BO-227:006,,,útihús,heimild,389357,464970,2,,,Þ.P.,20/06/01,OV,26/03/96,
BO-227:007,,,fjárhús,heimild,389393,464950,2,,,Þ.P.,20/06/01,OV,26/03/96,
BO-227:008,,Mómelur,mógrafir,náma,388964,464153,2,,,Þ.P.,20/06/01,OV,26/03/96,
BO-227:009,,Barð,býli,heimild,388559,464127,2,,,Þ.P.,20/06/01,OV,26/03/96,
