Samtala,,Sérheiti,Hlutverk,Tegund,X (A),Y (N),nakvaemni,Uppdrættir,Ljósmyndir,Skrásetjari á vettvangi,Dags,Skrásetjari á gagnagrunn,Dagsetning innsláttar,Sveitarfélagsnúmer
SÞ-221b:003,,Kerlingarblettur,,álagablettur,584559,572445,2,,,BL,24/07/02,GAG,11/06/01,
SÞ-221b:004,,Hólkotsklappir,huldufólksbústaður,heimild,584626,572361,2,,,BL,24/07/02,GAG,11/06/01,
SÞ-221b:005,,Dagmálavarða,eyktamark,varða,584906,572563,2,SÞ-221b:005,SÞ-221b:005 a-b,BL,24/07/02,GAG,11/06/01,
SÞ-221b:006,,,beitarhús,tóftir,584617,572400,2,SÞ-221b:006,SÞ-221b:006,BL,24/07/02,GAG,11/06/01,
SÞ-221b:007,,Strákavað,vað,heimild,584057,574029,2,,,BL,24/07/02,GAG,11/06/01,
SÞ-224:052,,,heystæði,tóft,578196,590610,2,SÞ-224_052,SÞ-224_052,BL,04/08/03,,,
SÞ-224:053,,,leið,gata,578235,590540,2,,,BL,04/08/03,,,
SÞ-224:054,,,fjárskýli,hellir,578402,590405,2,SÞ-224_054,SÞ-224_054,BL,04/08/03,,,
SÞ-224b:001,,Bjarnastaðir,býli,bæjarhóll,576490,590414,2,SÞ-224b_001,SÞ-224_001a-h,EH/SGB,27/07/06,HG,23/02/00,
SÞ-224b:002,,,útihús,þúst,576483,590441,2,,SÞ-224_002a-b,EH/SGB,27/07/06,,,
SÞ-224b:003,,,útihús,tóft,576508,590487,2,SÞ-224b_003,SÞ-224d_003a-f,EH/SGB,27/07/06,,,
SÞ-224b:004,,,rista,náma,576538,590478,2,,SÞ-224d_004_ASA,SGB/EH,26/07/06,,,
SÞ-224b:005,,,útihús,tóft,576528,590389,2,SÞ-224b_005,SÞ-224d_005_NNV,EH,26/07/06,,,
SÞ-224b:006,,,,gerði,576572,590518,2,SÞ-224b_006,SÞ-224d_006_N,EH,26/07/06,,,
SÞ-224b:007,,,túngarður,garðlag,576432,590559,2,,SÞ-224d_007_S,EH,26/07/06,,,
SÞ-224b:008,,,túngarður,garðlag,576419,590393,2,,SÞ-224d_008_a-c,EH,26/07/06,,,
SÞ-224b:009,,,landamerki,garðlag,576383,590285,2,,SÞ-224d_009_A,EH/SGB,26/07/06,,,
SÞ-224b:010,,,vörslugarður,garðlag,576501,590310,2,,SÞ-224b_010a-b,EH/SGB,27/07/06,,,
SÞ-224b:011,,Draugavarða,,varða,577373,591205,2,,SÞ-224b_011a-c,EH/SGB,27/07/06,HG,23/02/00,
SÞ-224b:012,,,,varða,577233,591616,2,,SÞ-224b_012a-b,EH/SGB,27/07/06,,,
SÞ-224b:013,,,stekkur,tóft,576778,591403,2,SÞ-224b_013,SÞ-224b_013a-d,EH/SGB,27/07/06,,,
SÞ-224c:001,,Hrísakot/Hrísaland,býli,bæjarstæði,576400,588950,2,SÞ-224c_001,SÞ-224c_001a-e,SBG/EH,27/07/06,HG,23/02/00,
SÞ-224c:002,,,útihús,þúst,576396,589000,2,SÞ-224c_002,SÞ-224c_002a-b,EH,27/07/06,,,
SÞ-224c:003,,,útihús,þúst,576387,589009,2,SÞ-224c_003,SÞ-224c_003a-b,EH,27/07/06,,,
SÞ-224c:004,,,útihús,þúst,576384,588965,2,SÞ-224c_004,SÞ-224c_004a-b,EH,27/07/06,,,
SÞ-224c:005,,,útihús,tóft,576384,588913,2,SÞ-224c_005,SÞ-224c_005a-b,EH,27/07/06,,,
SÞ-224c:006,,,útihús,tóft,576357,588904,2,SÞ-224c_006,SÞ-224c_006_S,EH,27/07/06,,,
SÞ-224c:007,,,túngarður,garðlag,576362,588849,2,,SÞ-224c_007a-c,SGB/EH,27/07/06,,,
SÞ-224c:008,,,túngarður,garðlag,576391,588825,2,,SÞ-224c_008a-e,SGB/EH,27/07/06,,,
SÞ-224c:009,,,útihús,tóft,576384,588864,2,SÞ-224c_009,SÞ-224c_009a-b,SGB/EH,27/07/06,,,
SÞ-224c:010,,,leið,gata,576503,590126,2,,SÞ-224c_010a-b,EH,27/07/06,,,
SÞ-224c:011,,,óþekkt,þúst,576518,589418,2,,SÞ-224c_011,EH,27/07/06,,,
SÞ-224c:012,,,vörslugarður,garðlag,576561,589947,2,,SÞ-224c_012a-b,EH,28/07/06,,,
SÞ-224c:013,,,óþekkt,þúst,576144,588720,2,SÞ-224c_013,SÞ-224c_013a-d,EH,27/07/06,,,
SÞ-224c:014,,,vörslugarður,garðlag,576225,588711,2,,SÞ-224c_014a-e,EH,27/07/06,,,
SÞ-224c:015,,,heygarður,þúst,576222,588570,2,SÞ-224c_015,SÞ-224c_015a-b,EH,28/07/06,,,
SÞ-224c:016,,,óþekkt,þúst,576318,588312,2,SÞ-224c_016,SÞ-224c_016a-d,EH,27/07/06,,,
SÞ-224c:017,,,óþekkt,tóft,576260,588119,2,SÞ-224c_017,,EH,27/07/06,,,
SÞ-224c:018,,,óþekkt,þúst,576378,587434,2,,SÞ-224c_018a-d,SBG,27/07/06,,,
SÞ-224c:019,,,óþekkt,þúst,576370,587473,2,SÞ-224c_019,SÞ-224c_019a-b,SBG,27/07/06,,,
SÞ-224c:020,,,óþekkt,þúst,575928,587356,2,SÞ-224c_020,SÞ-224c_020a-b,EH,27/07/06,,,
SÞ-224c:021,,,,garðlag,575758,587132,2,,SÞ-224c_021_SV,SÓ/EH,27/07/06,,,
SÞ-224c:022,,,,garðlag,576107,587126,2,,SÞ-224c_022_V,EH,27/07/06,,,
SÞ-224d:001,,Hrísar,bústaður,bæjarhóll,577005,585536,2,SÞ-224d_001,SÞ-224d_001a-b,SÓ,27/07/06,HG,22/03/00,
SÞ-224d:002,,,útihús,tóft,576983,585575,2,SÞ-224d_002,SÞ-224d_002__VSV,SÓ,27/07/06,,,
SÞ-224d:003,,,útihús,tóft,577006,585559,2,SÞ-224d_003,SÞ-224d_003a-b,SÓ,27/07/06,,,
SÞ-224d:004,,,óþekkt,gerði,577080,585469,2,SÞ-224d_004,SÞ-224d_004a-b,SÓ,27/07/06,,,
SÞ-224d:005,,,útihús,tóft,577057,585502,2,SÞ-224d_005,SÞ-224d_005_SSA,SÓ,27/07/06,,,
SÞ-224d:006,,,útihús,tóft,576954,585552,2,SÞ-224d_006,SÞ-224d_006_SSV,SÓ,27/07/06,,,
SÞ-224d:007,,,túngarður,garðlag,576942,585572,2,,"Nei, hefur gleymst",SÓ,27/07/06,,,
SÞ-224d:008,,Sel,sel,tóftir,576601,586018,2,SÞ-224d_008,SÞ-224d_008a-d,SÓ,26/07/06,GAG,01/06/01,
SÞ-224d:009,,Beitarhús,beitarhús,tóft,576620,585870,2,SÞ-224d_009,SÞ-224d_009a-d,SÓ,26/07/06,GAG,01/06/01,
SÞ-224d:010,,Smalaskálahóll,smalakofi,varða,576713,585805,2,,SÞ-224d_010a-b,SÓ,26/07/06,GAG,01/06/01,
SÞ-224d:011,,Brennisel,sel,tóft,576482,585623,2,SÞ-224d_011,SÞ-224d_011a-c,SÓ,26/07/06,GAG,01/06/01,
SÞ-224d:012,,,kolagröf,gryfja,577516,585362,2,,SÞ-224d_012_A,SÓ,26/07/06,,,
SÞ-224d:013,,,óþekkt,varða,577495,584328,2,,SÞ-224d_013_N,SÓ,28/07/06,,,
SÞ-224d:014,,Stekkjardalur,stekkur,tóft,577540,584301,2,SÞ-224d_014,SÞ-224d_014a-d,SÓ,28/07/06,GAG,01/06/01,
SÞ-224d:015,,,smalakofi,tóft,576704,584478,2,SÞ-224d_015,SÞ-224d_015a-b,SÓ,28/07/06,,,
SÞ-224d:016,,,leið,gata,576117,586952,2,,SÞ-224d_016a-d,EH,28/07/06,,,
SÞ-224d:017,,Tvígarðar,landamerki,garðlag,576841,587025,2,,SÞ-224d_017a-k,EH,28/07/06,HG,23/02/00,
SÞ-226:017,,,samgöngubót,varða,582648,592325,2,,SÞ-226_017_N,UÆ,31/08/07,,,
SÞ-227:016,,,samgöngubót,varða,582174,595175,2,,SÞ-227_016_N,UÆ,31/08/07,,,
SÞ-228:010,,,leið,heimild,577913,591508,2,,,EH,04/08/03,HG,23/02/00,
SÞ-228:012,,,beitarhús,tóft,578816,589987,2,SÞ-228_012,SÞ-228_012a-b,EH,04/08/03,HG,24/02/00,
SÞ-228:013,,Húshellir,fjárskýli,hellir,578838,589917,2,,SÞ-228_013a-c,EH,04/08/03,HG,24/02/00,
SÞ-228:018,,,sundlaug,hleðsla,579081,580721,2,SÞ-228_018,SÞ-228_018a-b,EH,04/08/03,,,
SÞ-228:019,,,óþekkt,hleðsla,578763,589558,2,SÞ-228_019,SÞ-228_019,EH,04/08/03,,,
SÞ-228:020,,Eiríksvað,vað,frásögn,577937,591324,2,,,EH,04/08/03,,,
SÞ-228:021,,,óþekkt,tóft,577920,591495,2,SÞ-228_021,SÞ-228_021a-d,EH,04/08/03,,,
SÞ-230:001,,Brekka,bústaður,bæjarhóll,576099,594506,2,,SÞ-230_001a-e,EH,25/05/12,HG,24/02/00,
SÞ-230:002,,Hesthúshóll,hesthús,þúst,575965,594533,2,,SÞ-230_002a-c,EH,25/05/12,HG,24/02/00,
SÞ-230:003,,Ærhús,fjárhús,þúst,576005,594569,2,,SÞ-230_003a-c,EH,25/05/12,HG,24/02/00,
SÞ-230:004,,Fjárhúshóll,fjárhús,heimild,576088,594536,2,,,EH,25/05/12,HG,24/02/00,
SÞ-230:005,,Geithúshóll,geitakofi,heimild,576145,594469,2,,,EH,25/05/12,HG,24/02/00,
SÞ-230:008,,Merkigarður,landamerki,garðlag,575772,594749,2,,SÞ-230_008a-j,EH,25/05/12,HG,24/02/00,
SÞ-230:009,,,vörslugarður,garðlag,575651,594755,2,,SÞ-230_009a-z,EH,25/05/12,HG,24/02/00,
SÞ-230:010,,,túngarður,garðlag,576043,594321,2,,SÞ-230_010,EH,25/05/12,HG,24/02/00,
SÞ-230:011,,,leið,vegur,575955,594399,2,,SÞ-230_011a-j,EH,25/05/12,HG,24/02/00,
SÞ-230:012,,,vörslugarður,heimild,576007,594653,2,,SÞ-230_012,EH,25/05/12,HG,24/02/00,
SÞ-230:016,,Hesthúshæð,hesthús,þúst,576038,594628,2,,SÞ-230_016a-c,EH,25/05/12,,,
SÞ-230:017,,,óþekkt,garðlag,575816,594735,2,,SÞ-230_017a-c,EH,25/05/12,,,
SÞ-230:018,,Reykjahverfisgötur,leið,heimild,576060,594632,2,,,EH,25/05/12,,,
SÞ-230:019,,,landamerki,garðlag,576153,594114,2,,SÞ-230_019a-e,EH,25/05/12,,,
SÞ-230:020,,,óþekkt,garðlag,575845,594569,2,,SÞ-230_020a-f,EH,25/05/12,,,
SÞ-230:021,,,leið,heimild,575994,594424,2,,,EH,25/05/12,,,
SÞ-236:001,,Núpar,bústaður,bæjarhóll,571904,605169,2,,SÞ-236:001a-b,EH,02/08/02,HG,25/02/00,
SÞ-236:002,,Geitakofi,geitakofi,heimild,572009,605298,2,,,EH,02/08/02,HG,25/02/00,
SÞ-236:003,,Stóra-Hesthús,hesthús,heimild,572055,605224,2,,,EH,02/08/02,HG,25/02/00,
SÞ-236:004,,Litla-Hesthús,hesthús,heimild,571946,605197,2,,,EH,02/08/02,HG,25/02/00,
SÞ-236:005,,Þilhús,fjárhús,heimild,572014,605147,2,,,EH,02/08/02,HG,25/02/00,
SÞ-236:006,,,landamerki,heimild,572629,606349,2,,,EH,02/08/02,HG,25/02/00,
SÞ-236:007,,Höfðagerði,býli,bæjarstæði,570932,604462,2,SÞ-236:007,,EH,02/08/02,HG,25/02/00,
SÞ-236:008,,Svarðarbakki,mógrafir,örnefni,572265,605936,2,,SÞ-236:008a,EH,14/08/02,HG,25/02/00,
SÞ-236:009,,Maríugerði,býli,bæjarstæði,572334,606473,2,SÞ-236-009,SÞ-236:009a-d,EH,14/08/02,HG,25/02/00,
SÞ-236:010,,Naust,naust,heimild,571813,605244,2,,,EH,14/08/02,HG,25/02/00,
SÞ-236:011,,Merkigarður,landamerki,garðlag,570717,604574,2,,SÞ-236:011a-c,EH,12/08/02,HG,25/02/00,
SÞ-236:012,,,landamerki,varða,569422,605911,2,,SÞ-236:012a-b,EH,12/08/02,HG,25/02/00,
SÞ-236:013,,Merkigarður,landamerki,garðlag,572241,606655,2,,SÞ-236:013a-c,EH,12/08/02,HG,25/02/00,
SÞ-236:014,,,fjós,tóft,571638,605186,2,SÞ-236:014,SÞ-236:014,EH,07/08/02,HG,25/02/00,
SÞ-236:015,,Fjósgata,leið,heimild,571623,605143,2,,,EH,07/08/02,HG,25/02/00,
SÞ-236:016,,Réttarkvos,rétt,hleðsla,571522,605111,2,SÞ-236:016,SÞ-236:016a,EH,07/08/02,HG,25/02/00,
SÞ-236:017,,Ferjuklöpp,ferja,örnefni,571733,605244,2,,,EH,07/08/02,HG,25/02/00,
SÞ-236:018,,,refagildra,hleðsla,571753,604075,2,SÞ-236:018,SÞ-236:018,EH,12/08/02,,,
SÞ-236:019,,Sílalækjargata,leið,heimild,571768,605299,2,,,EH,07/08/02,HG,25/02/00,
SÞ-236:020,,,fjárhús,tóftir,571810,605415,2,SÞ-236:020,SÞ-236:020a-b,EH,07/08/02,HG,25/02/00,
SÞ-236:021,,Kolhólar,kolagrafir,heimild,570643,607056,2,,,EH,07/08/02,HG,25/02/00,
SÞ-236:022,,,legstaður,kuml,572905,607750,2,,,EH,14/08/02,SG,,
SÞ-236:023,,Litlunúpar,býli,bæjarstæði,572835,607425,2,SÞ-236:023,SÞ-236_023a-n,EH,14/08/02,HG,25/02/00,
SÞ-236:024,,Ólafssel,býli,bæjarstæði,572020,606272,2,SÞ-236:024,,EH,12/08/02,HG,28/02/00,
SÞ-236:025,,Hvammsheiðarvegur,leið,heimild,573473,607298,2,,,EH,12/08/02,,,
SÞ-236:026,,Kaupstaðargötur,leið,heimild,572352,606401,2,,,EH,14/08/02,,,
SÞ-236:027,,Skarðagata,leið,heimild,572432,605312,2,,,EH,14/08/02,,,
SÞ-236:028,,Þverárgata,leið,heimild,572007,605000,2,,,EH,14/08/02,,,
SÞ-236:029,,Árbótargata,leið,heimild,572377,602637,2,,,EH,14/08/02,,,
SÞ-236:030,,Knútsstaðagata,leið,heimild,571760,605078,2,,,EH,14/08/02,,,
SÞ-236:031,,Loddagata,leið,heimild,572661,602548,2,,,EH,14/08/02,,,
SÞ-236:032,,Kjölur,landamerki,varða,571753,604075,2,,,EH,12/08/02,,,
SÞ-236:033,,Fiskiöxl,samgöngubót,varða,571547,604145,2,,SÞ-236:033a-b,EH,12/08/02,,,
SÞ-236:034,,,öskuhaugur,frásögn,571899,605161,2,,,EH,02/08/02,,,
SÞ-236:035,,,öskuhaugur,frásögn,571827,605232,2,,,EH,02/08/02,,,
SÞ-236:036,,,óþekkt,frásögn,571864,605114,2,,,EH,02/08/02,,,
SÞ-236:037,,,útihús,frásögn,571881,605155,2,,,EH,02/08/02,,,
SÞ-236:038,,,útihús,heimild,572013,605129,2,,,EH,02/08/02,,,
SÞ-236:039,,,útihús,frásögn,571898,605092,2,,,EH,02/08/02,,,
SÞ-236:040,,,túngarður,garðlag,572015,605017,2,,SÞ-236:040a,EH,02/08/02,,,
SÞ-236:041,,,mógrafir,náma,571665,605025,2,,,EH,02/08/02,,,
SÞ-236:042,,,óþekkt,garðlag,572112,605854,2,,SÞ-236:042,EH,02/08/02,,,
SÞ-236:043,,,óþekkt,garðlag,572413,605323,2,,SÞ-236:043a-b,EH,14/08/02,,,
SÞ-236:044,,,óþekkt,tóft,571756,605388,2,SÞ-236:044,,EH,14/08/02,,,
SÞ-236:045,,,óþekkt,gerði,571901,605488,2,SÞ-236:045,,EH,07/08/02,,,
SÞ-236:046,,Kvíalág,kvíar,tóft,571670,605271,2,SÞ-236:046,SÞ-236:046,EH,07/08/02,,,
SÞ-236:047,,,heystæði,frásögn,570711,604650,2,,,EH,14/08/02,,,
SÞ-236:048,,,óþekkt,tóft,572606,605236,2,SÞ-236:048,SÞ-236:048a-b,EH,14/08/02,,,
SÞ-236:049,,,heystæði,þúst,572102,606332,2,,SÞ-236:049a-b,EH,12/08/02,,,
SÞ-236:051,,,áveita,frásögn,571940,605127,2,,,EH,12/08/02,,,
SÞ-250b:001,,Skárastaðir,býli,bæjarhóll,575360,590787,2,SÞ-205b_001,SÞ-250b_001a-c,SÓ/EH,12/07/05,HG,17/03/00,
SÞ-250b:002,,,útihús,tóft,575329,590854,2,SÞ-205b_002,SÞ-250b_002_N,EH,12/07/05,,,
SÞ-250b:003,,,útihús,tóft,575400,590844,2,SÞ-205b_003,SÞ-250b_003_NA,SÓ/EH,12/07/05,,,
SÞ-250b:004,,,útihús,tóft,575414,590742,2,SÞ-205b_004,SÞ-250b_004a-b,SÓ/EH,12/07/05,,,
SÞ-250b:005,,,túngarður,garðlag,575423,590890,2,SÞ-205b_005,SÞ-250b_005Aog b,SÓ/EH,12/07/05,,,
SÞ-250b:006,,,leið,gata,575358,590873,2,,SÞ-250b_006a-b,EH,13/07/05,,,
SÞ-250b:007,,,útihús,tóft,575365,590747,2,SÞ-250b_007,SÞ-250b_007a-b,EH,13/07/05,,,
SÞ-250b:008,,,leið,gata,575401,590761,2,,SÞ-250b_008,EH,13/07/05,,,
SÞ-250b:009,,,óþekkt,þúst,575453,590736,2,,SÞ-250b_009,EH,13/07/05,,,
SÞ-250b:010,,,óþekkt,þúst,575380,590316,2,SÞ-250b_010,SÞ-250b_010ab-,EH/SÓ,18/07/05,,,
SÞ-250b:011,,,stekkur,tóftir,575199,591482,2,SÞ-250b_011,SÞ-250b_011Aa-b og 011Ba-b,EH/SÓ,18/07/05,,,
SÞ-250b:012,,,heystæði,tóftir,575627,590921,2,SÞ-250b_012,"SÞ-250b_012_A,B,C, F og G",SÓ/EH,18/07/05,,,
SÞ-250b:013,,,smalakofi,tóft,575491,591391,2,,SÞ-250b_013a-b,SÓ/EH,18/07/05,,,
SÞ-250b:014,,,óþekkt,hleðsla,575425,591248,2,nei,SÞ-250b_014a-b,EH/SÓ,12/07/05,,,
SÞ-250b:015,,,varða,varða,574817,591168,2,,SÞ-250b_014a-b,EH,13/07/05,,,
SÞ-250b:016,,,landamerki,garðlag,575650,591098,2,,SÞ-250b_017a-c,EH/SÓ,22/07/05,,,
SÞ-250b:017,,,landamerki,garðlag,575542,591049,2,,SÞ-250_017a-c,EH,13/07/05,,,
SÞ-250b:018,,,heystæði,tóftir,575646,590979,2,SÞ-250b_018,SÞ-250b_018_tófta-c,SÓ/EH,13/07/05,,,
SÞ-250b:019,,,óþekkt,garðlag,575703,591042,2,,SÞ-250b_019,SÓ,13/07/05,,,
SÞ-250b:020,,Beitargarður,óþekkt,garðlag,574462,591220,2,,SÞ-250B_020a-d,EH,22/07/05,,,
SÞ-250b:021,,Skeið,býli,túngarður,575543,591047,2,,,EH,22/07/05,HG,17/03/00,
SÞ-250b:022,,Stekkjarvörður,varða,varða,574855,590951,2,,SÞ-250b_022_NA,EH,13/07/05,HG,17/03/00,
SÞ-250b:023,,Kraunastaðastekkur,stekkur,tóft,575464,591664,2,SÞ-250b_023,SÞ-250b_023a-b,EH/SÓ,13/07/05,HG,17/03/00,
SÞ-250b:024,,,,varða,575574,591191,2,,SÞ-250b_024a-b,EH,22/07/05,,,
SÞ-250b:025,,,óþekkt,tóft,575477,590465,2,SÞ-250b_025,SÞ-250b_025a-b,EH,22/07/05,,,
SÞ-250b:026,,,vörslugarður,garðlag,574903,590302,2,,SÞ-250b_026a-d,EH,22/07/05,,,
SÞ-250b:027,,,landamerki,garðlag,575081,591823,2,,SÞ-250b_027a-b,EH,22/07/05,,,
SÞ-250b:028,,,heystæði,tóft,575603,590820,2,SÞ-250b_028,SÞ-250b_028a-b,EH/SÓ,22/07/05,,,
SÞ-250c:001,,Hólkot,býli,bæjarhóll,575430,589850,2,SÞ-250c_001,SÞ-250c_001_SA,EH/SÓ,14/07/06,HG,17/03/00,
SÞ-250c:002,,,útihús,tóft,575388,589905,2,SÞ-250c_002,SÞ-250c_002_A,SÓ/EH,14/07/06,,,
SÞ-250c:003,,,útihús,tóft,575475,589909,2,SÞ-250c_003,SÞ-250c_003_A,SÓ/EH,14/07/06,,,
SÞ-250c:004,,,túngarður,garðlag,575446,589938,2,SÞ-250c_yfirlitsuppdráttur,SÞ-250c_004a-c,SÓ/EH,14/07/06,,,
SÞ-250c:005,,,fjárhús,tóft,575426,589782,2,SÞ-250c_005,SÞ-250c_005a-c,SÓ/EH,14/07/06,,,
SÞ-250c:006,,,leið,gata,575430,589934,2,,,EH,14/07/06,,,
SÞ-250c:007,,,óþekkt,tóft,575385,590227,2,SÞ-250c_007,SÞ-250c_007a-b,EH/SÓ,13/07/06,,,
SÞ-250c:008,,,landamerki,garðlag,575506,590314,2,SÞ-250c_008,SÞ-250c_008a-d,EH/SÓ,13/07/06,,,
SÞ-250c:009,,,leið,gata,575249,589392,2,,SÞ-250c_009a-b,EH,13/07/06,,,
SÞ-250c:010,,,landamerki,varða,575224,589397,2,,SÞ-250c_010a-c,EH,13/07/06,,,
SÞ-250c:011,,,vörslugarður,garðlag,575119,589513,2,,SÞ-250c_011a-c,EH,22/07/06,,,
SÞ-250c:012,,,,varða,574966,590285,2,,SÞ-250c_012a-b,EH,22/07/06,,,
SÞ-250c:013,,,túngarður,garðlag,575520,589788,2,SÞ-250c_yfirlitsuppdráttur,,EH,18/07/06,,,
SÞ-250d:001,,Bjarkarstaðir/Bjargarkot/Björg (Skárastaðir),býli,bæjarhóll,575425,588798,2,SÞ-250d_001-002og017,SÞ-250d_001og002a-b,SÓ/EH,15/07/05,HG,17/03/00,
SÞ-250d:002,,,útihús,tóft,575439,588825,2,SÞ-250d_001-002og017,SÞ-250d_001og002a-b,SÓ/EH,15/07/05,,,
SÞ-250d:003,,,túngarður,garðlag,575398,588835,2,SÞ-250c_yfirlitsuppdráttur,SÞ-250d_003_A,SÓ/EH,15/07/05,,,
SÞ-250d:004,,,útihús,tóft,575446,588728,2,SÞ-250c_004,SÞ-250d_004_A,SÓ/EH,15/07/05,,,
SÞ-250d:005,,,útihús,tóft,575478,588820,2,SÞ-250c_005,SÞ-250d_005_A,SÓ/EH,15/07/05,,,
SÞ-250d:006,,,útihús,tóft,575486,588828,2,SÞ-250c_006,SÞ-250d_006_A,SÓ/EH,15/07/05,,,
SÞ-250d:007,,,útihús,tóft,575495,588806,2,SÞ-250c_007,SÞ-250d_007a-b,SÓ/EH,15/07/05,,,
SÞ-250d:008,,,óþekkt,gerði,575468,588792,2,SÞ-250c_008,SÞ-250d_008,EH,15/07/05,,,
SÞ-250d:009,,,útihús,þúst,575427,588737,2,SÞ-250c_yfirlitsuppdráttur,SÞ-250d_008,EH,15/07/05,,,
SÞ-250d:010,,,óþekkt,garðlag,575454,588790,2,SÞ-250d_001-002og017,,SÓ/EH,15/07/05,,,
SÞ-250d:011,,,óþekkt,garðlag,575454,589215,2,,SÞ-250d_011a-b,EH,15/07/05,,,
SÞ-250d:012,,,heystæði,tóft,575426,589376,2,SÞ-250d012,SÞ-250d_012NA,EH,15/07/05,,,
SÞ-250d:013,,,landamerki,garðlag,575387,589411,2,,SÞ-250d_013a-b,EH,15/07/05,,,
SÞ-250d:014,,,vörslugarður,garðlag,575373,589310,2,,SÞ-250d_014a-b,SÓ/EH,15/07/05,,,
SÞ-250d:015,,,vörslugarður,garðlag,575281,588493,2,,,EH,15/07/05,,,
SÞ-250d:016,,,útihús,tóft,575438,588858,2,SÞ-250d_016,SÞ-250d_016a-b,SÓ/EH,15/07/05,,,
SÞ-250e:001,,Ingiríðarstaðir,býli,bæjarhóll,575377,588222,2,SÞ-250e_001og003-006,SÞ-250e_001ogSÞ-250e_001bæjarholl_SA,EH,21/07/05,HG,17/03/00,
SÞ-250e:002,,,bænhús,tóft+garðlag,575367,588258,2,SÞ-250e_002,SÞ-250e_002a-c,EH,21/07/05,,,
SÞ-250e:003,,,útihús,tóft,575383,588223,2,SÞ-250e_001og003-006,SÞ-250e_001bæjarholl_SA.JPG,EH,21/07/05,,,
SÞ-250e:004,,,útihús,tóft,575385,588213,2,SÞ-250e_001og003-006,SÞ-250e_001bæjarholl_SA.JPG,EH,21/07/05,,,
SÞ-250e:005,,,óþekkt,garðlag,575390,588223,2,SÞ-250e_001og003-006,SÞ-250e_001bæjarholl_SA.JPG,EH,21/07/05,,,
SÞ-250e:006,,,óþekkt,garðlag,575377,588215,2,SÞ-250e_001og003-006,SÞ-250e_001bæjarholl_SA.JPG,EH,21/07/05,,,
SÞ-250e:007,,,útihús,tóft,575320,588254,2,SÞ-250e_007,SÞ-250e_007a-c,EH,21/07/05,,,
SÞ-250e:008,,,útihús,tóft,575326,588294,2,SÞ-250e_008,SÞ-250e_008_ANA,EH,20/07/05,,,
SÞ-250e:009,,,útihús,tóft,575354,588367,2,SÞ-250e_009,SÞ-250e_009a-b,EH,21/07/05,,,
SÞ-250e:010,,,útihús,þúst,575363,588350,2,SÞ-250e_010,SÞ-250e_010a-b,EH,21/07/05,,,
SÞ-250e:011,,,útihús,tóft,575357,588425,2,SÞ-250e_011,SÞ-250e_011a-b,EH,21/07/05,,,
SÞ-250e:012,,,útihús,þúst,575367,588406,2,SÞ-250e_012,SÞ-250e_012_NA,EH,21/07/05,,,
SÞ-250e:013,,,útihús,tóft,575476,588457,2,SÞ-250e_013,SÞ-250e_013a-b,EH,21/07/05,,,
SÞ-250e:014,,,útihús,þúst,575472,588415,2,SÞ-250e_014,SÞ-250e_014,EH,21/07/05,,,
SÞ-250e:015,,,útihús,tóft,575400,588253,2,SÞ-250e_015a-b,SÞ-250e_014,EH,21/07/05,,,
SÞ-250e:016,,,útihús,tóft,575459,588251,2,SÞ-250e_016,SÞ-250e_016,EH,21/07/05,,,
SÞ-250e:017,,,útihús,þúst,575454,588334,2,SÞ-250e_017,,EH,21/07/05,,,
SÞ-250e:018,,,leið,gata,575462,588351,2,,SÞ-250e_018,EH,21/07/05,,,
SÞ-250e:019,,,útihús,þúst,575336,588154,2,SÞ-250e_019,SÞ-250e_019a-b,EH,21/07/05,,,
SÞ-250e:020,,,óþekkt,gerði,575555,588331,2,SÞ-250e_020,SÞ-250e_020,EH,22/07/05,,,
SÞ-250e:021,,,útihús,tóft,575564,588348,2,SÞ-250e_021,SÞ-250e_021a-c,EH,22/07/05,,,
SÞ-250e:022,,akurgerði,óþekkt,gerði,575340,588480,2,SÞ-250e_022,SÞ-250e_022a-c,EH,22/07/05,,,
SÞ-250e:023,,,túngarður,garðlag,575342,588480,2,SÞ-250e_yfirlitsteikning,SÞ-250e_022a-b,EH,20/07/05,,,
SÞ-250e:024,,,óþekkt,þúst,575463,588280,2,SÞ-250e_024,SÞ-250e_024a-d,EH,20/07/05,,,
SÞ-250e:025,,,óþekkt,þúst,575272,588058,2,SÞ-250e_025,SÞ-250e_025_NA,EH,21/07/05,,,
SÞ-250e:026,,,óþekkt,tóft,574889,588314,2,,SÞ-250e_026a-b,EH,21/07/05,,,
SÞ-250e:027,,,óþekkt,tóft,575567,588071,2,SÞ-250e_027,,EH,22/07/05,,,
SÞ-250e:028,,,óþekkt,tóft,575593,588033,2,,,EH,22/07/05,,,
SÞ-250e:029,,,óþekkt,tóft,575473,588087,2,SÞ-250e029,SÞ-250e_029a-b,EH,20/07/05,,,
SÞ-250e:030,,,óþekkt,tóft,575355,588062,2,SÞ-250e030,SÞ-250e_030_SSV,EH,20/07/05,,,
SÞ-250e:031,,,varnargarður,garðlag,575262,588093,2,,SÞ-250e_031_N,EH,20/07/05,,,
SÞ-250e:032,,,landamerki,garðlag,575646,587945,2,,SÞ-250e_032a-b,EH,20/07/05,,,
SÞ-250e:033,,,óþekkt,tóft,575545,588128,2,SÞ-250e_033,SÞ-250e_033,EH,22/07/05,,,
